finch,mouse
PGPEP1L,PGPEP1L
SLC45A1,SLC45A1
DNAJC13,DNAJC13
MEIOB,MEIOB
ERRFI1,ERRFI1
LRCH2,LRCH2
RRBP1,RRBP1
FLRT3,FLRT3
SOCS4,SOCS4
SYNM,SYNM
TMEM177,TMEM177
MSRB1,MSRB1
WDHD1,WDHD1
PER3,PER3
GCH1,GCH1
RD3,RD3
LRRC28,LRRC28
TRAF5,TRAF5
WBP1L,WBP1L
EEPD1,EEPD1
CGRRF1,CGRRF1
NDUFB10,NDUFB10
LYSMD4,LYSMD4
SYNDIG1,SYNDIG1
EPB41L5,EPB41L5
AGTR2,AGTR2
ABCA3,ABCA3
RPS2,RPS2
KCTD9,KCTD9
GMFB,GMFB
TMEM17,TMEM17
HHAT,HHAT
TBL3,TBL3
APMAP,APMAP
SERTAD4,SERTAD4
CCDC85A,CCDC85A
UGP2,UGP2
TTBK1,TTBK1
CERS3,CERS3
DNAJC11,DNAJC11
VPS54,VPS54
LINS1,LINS1
SLC22A7,SLC22A7
CDKN3,CDKN3
INHBB,INHBB
KLHL21,KLHL21
ACKR4,ACKR4
NEFL,NEFL
POLR3E,POLR3E
TTL,TTL
YKT6,YKT6
ZBTB48,ZBTB48
UBA5,UBA5
ASB7,ASB7
GLI2,GLI2
UTP25,DIEXF
POLR1B,POLR1B
NEFM,NEFM
TAS1R1,TAS1R1
MRPS10,MRPS10
RPS29,RPS29
TRERF1,TRERF1
HERPUD2,HERPUD2
LRRK1,LRRK1
GSG1L,GSG1L
IRAK2,IRAK2
TBX20,TBX20
KCNK2,KCNK2
LRR1,LRR1
CNPY3,CNPY3
CENPF,CENPF
CDR2,CDR2
GNMT,GNMT
CASP7,CASP7
PEX6,PEX6
METTL9,METTL9
TNS1,TNS1
PUS10,PUS10
GTF3C1,GTF3C1
PCSK6,PCSK6
POLR3K,POLR3K
OTOA,OTOA
PEX13,PEX13
NPSR1,NPSR1
RPL32,RPL32
SNRNP25,SNRNP25
STC1,STC1
POLE2,POLE2
POLL,POLL
MBD4,MBD4
KLHDC1,KLHDC1
DAGLB,DAGLB
BMPER,BMPER
KIAA1841,KIAA1841
DPCD,DPCD
ACOT7,ACOT7
IFT122,IFT122
KLHDC2,KLHDC2
LOC110478266,COX5B
CATIP,CATIP
PNPT1,PNPT1
NEMF,NEMF
ANGEL2,ANGEL2
ANKDD1A,ANKDD1A
ICMT,ICMT
PLXND1,PLXND1
RMND5A,RMND5A
VASH2,VASH2
AAMP,AAMP
SPG21,SPG21
ARPC2,ARPC2
MPG,MPG
RMI2,RMI2
SLC1A4,SLC1A4
L2HGDH,L2HGDH
TMC3,TMC3
DMAC2L,ATP5S
STARD5,STARD5
NSL1,NSL1
SOCS1,SOCS1
IL16,IL16
CDKL1,CDKL1
CFAP161,CFAP161
IGFBP5,IGFBP5
TLNRD1,MESDC1
IGFBP2,IGFBP2
BATF3,BATF3
RPL37A,RPL37A
RP9,RP9
SLC25A26,SLC25A26
MESD,MESDC2
USP34,USP34
SNRNP27,SNRNP27
ATF3,ATF3
CRELD1,CRELD1
KBTBD2,KBTBD2
MRPL28,MRPL28
CLEC16A,CLEC16A
EGR3,EGR3
LRIG1,LRIG1
SLITRK4,SLITRK4
CEMIP,CEMIP
DEXI,DEXI
XPO1,XPO1
AVL9,AVL9
CIITA,CIITA
GPR75,GPR75
TVP23A,TVP23A
SLC35F5,SLC35F5
CD93,CD93
PACC1,TMEM206
LSM5,LSM5
GPR39,GPR39
ZNF703,ZNF703
IMMP1L,IMMP1L
LYPD1,LYPD1
ABHD12B,ABHD12B
LMCD1,LMCD1
MGAT5,MGAT5
NUBP1,NUBP1
CAPN3,CAPN3
OXTR,OXTR
TMEM163,TMEM163
EMP2,EMP2
ZNF106,ZNF106
NENF,NENF
SNAP23,SNAP23
HSD17B12,HSD17B12
ACMSD,ACMSD
NFKBIE,NFKBIE
SLC35B2,SLC35B2
RAD18,RAD18
GLYR1,GLYR1
CCNT2,CCNT2
CHMP7,CHMP7
ALKBH3,ALKBH3
GRIN2A,GRIN2A
MAP3K19,MAP3K19
SLC29A1,SLC29A1
FRMD6,FRMD6
MICALL2,MICALL2
INTS1,INTS1
LRRC57,LRRC57
MGRN1,MGRN1
RAB3GAP1,RAB3GAP1
VPS37C,VPS37C
KBTBD8,KBTBD8
PPP1R17,PPP1R17
MRPL14,MRPL14
TTC34,TTC34
NID2,NID2
PIGQ,PIGQ
HAUS2,HAUS2
EIF4EBP1,EIF4EBP1
NPRL3,NPRL3
NUDT14,NUDT14
ZRANB3,ZRANB3
PANK4,PANK4
GPAM,GPAM
MRPS18A,MRPS18A
TECTB,TECTB
SUCLG2,SUCLG2
VWCE,VWCE
R3HDM1,R3HDM1
RSPH9,RSPH9
EXT2,EXT2
FIBIN,FIBIN
FAH,FAH
ELFN1,ELFN1
ZDHHC6,ZDHHC6
ZFAND6,ZFAND6
UBXN4,UBXN4
GPR132,GPR132
BBOX1,BBOX1
JAG2,JAG2
MAD2L1BP,MAD2L1BP
MCM6,MCM6
CDAN1,CDAN1
MAD1L1,MAD1L1
CCDC14,CCDC14
TTC7A,TTC7A
PEX11A,PEX11A
TAFA1,FAM19A1
VTI1A,VTI1A
LGR4,LGR4
MRM2,MRM2
PIGH,PIGH
DDB1,DDB1
ZBTB42,ZBTB42
ARG2,ARG2
NOC3L,NOC3L
ZFYVE26,ZFYVE26
TKFC,TKFC
TAFA4,FAM19A4
TICRR,TICRR
LOC110484950,CYB561A3
SNX8,SNX8
UMPS,UMPS
SLC6A14,SLC6A14
EIF3B,EIF3B
CHAC2,CHAC2
ITGB5,ITGB5
FSHR,FSHR
EOGT,EOGT
EIF2S1,EIF2S1
ATP6V1D,ATP6V1D
PEX10,PEX10
FOSL2,FOSL2
RER1,RER1
MRPL33,MRPL33
CHST12,CHST12
TMF1,TMF1
MPP5,MPP5
SKI,SKI
GRIFIN,GRIFIN
BDNF,BDNF
LFNG,LFNG
RBKS,RBKS
UBA3,UBA3
TMEM138,TMEM138
TTYH3,TTYH3
TMEM216,TMEM216
ARL6IP5,ARL6IP5
SLC4A1AP,SLC4A1AP
CFAP74,CFAP74
LMOD3,LMOD3
SUPT7L,SUPT7L
CLEC3B,CLEC3B
GPHN,GPHN
RETSAT,RETSAT
GABRD,GABRD
MOCS1,MOCS1
KIF15,KIF15
RPAP1,RPAP1
WDFY4,WDFY4
CIAO1,CIAO1
GPAT2,GPAT2
NADK,NADK
FRMD4B,FRMD4B
KIF6,KIF6
MGAT2,MGAT2
PDXDC1,PDXDC1
SNRNP200,SNRNP200
KCNK17,KCNK17
NTAN1,NTAN1
SECISBP2L,SECISBP2L
THOC7,THOC7
KCNK5,KCNK5
ABHD2,ABHD2
ATXN7,ATXN7
MFGE8,MFGE8
SYT7,SYT7
LOC110470319,CDC2L1
C6H10orf71,C10orf71
HAPLN3,HAPLN3
LOC110479266,COX7A2L
RRN3,RRN3
ACAN,ACAN
KCNG3,KCNG3
PSMD6,PSMD6
XPNPEP1,XPNPEP1
RSL1D1,RSL1D1
VSTM4,VSTM4
PRICKLE2,PRICKLE2
DET1,DET1
MRPS11,MRPS11
DRGX,DRGX
JMJD7,JMJD7
PRMT3,PRMT3
MRPL46,MRPL46
TCIM,C8orf4
TM9SF3,TM9SF3
SLC6A5,SLC6A5
SLC35G1,SLC35G1
MIB2,MIB2
NOLC1,NOLC1
DMTN,DMTN
ZNF710,ZNF710
SSU72,SSU72
MAGI1,MAGI1
FBXO42,FBXO42
HAAO,HAAO
EXD2,EXD2
ZFP36L2,ZFP36L2
SHQ1,SHQ1
GXYLT2,GXYLT2
SGPL1,SGPL1
LOC110475500,FRA10AC1
ANO5,ANO5
PDPK1,PDPK1
SZRD1,SZRD1
ARHGAP25,ARHGAP25
PPP4R2,PPP4R2
DYNC2LI1,DYNC2LI1
CPPED1,CPPED1
PATL1,PATL1
PCBD1,PCBD1
ABCG5,ABCG5
ABCG8,ABCG8
FFAR4,FFAR4
CEP55,CEP55
PCNA,PCNA
LRPPRC,LRPPRC
TMEM230,TMEM230
MFAP2,MFAP2
ATP13A2,ATP13A2
UBE2I,UBE2I
LOC110475813,CYP26A1
TSR3,TSR3
ERCC4,ERCC4
GNPTG,GNPTG
SNX4,SNX4
PREPL,PREPL
PRPF19,PRPF19
ALDH4A1,ALDH4A1
RPP30,RPP30
TRNT1,TRNT1
MRTFB,MKL2
ANKRD1,ANKRD1
CRBN,CRBN
CAMKMT,CAMKMT
UBR4,UBR4
LOC110468276,LMLN
CCDC167,CCDC167
PCGF5,PCGF5
CMTR1,CMTR1
HECTD2,HECTD2
EIF4EBP2,EIF4EBP2
PPP1R3C,PPP1R3C
DTL,DTL
PARP9,PARP9
PALD1,PALD1
INTS7,INTS7
ZFYVE27,ZFYVE27
ARID5A,ARID5A
PARN,PARN
VPS39,VPS39
CAPZB,CAPZB
LPGAT1,LPGAT1
RPL27A,RPL27A
FAIM,FAIM
QARS1,QARS
NEK2,NEK2
MICOS10,MINOS1
SLC30A1,SLC30A1
MORN4,MORN4
TRIM66,TRIM66
QRICH1,QRICH1
BLOC1S2,BLOC1S2
NDE1,NDE1
PTPN14,PTPN14
ANKRD2,ANKRD2
HTR6,HTR6
CEP70,CEP70
TET3,TET3
SAYSD1,SAYSD1
RIC3,RIC3
DALRD3,DALRD3
RAD51B,RAD51B
BFAR,BFAR
ESYT3,ESYT3
TMCO4,TMCO4
WDR6,WDR6
MMS19,MMS19
TRPV4,TRPV4
SMYD2,SMYD2
CCN1,CYR61
OTUD3,OTUD3
CFAP221,CFAP221
BCL10,BCL10
ZDHHC16,ZDHHC16
P4HTM,P4HTM
RPL6,RPL6
PTPN11,PTPN11
EXOSC1,EXOSC1
FAM214A,FAM214A
ZC3H7A,ZC3H7A
PGAM1,PGAM1
PTDSS2,PTDSS2
RPS24,RPS24
FOPNL,FOPNL
ANO9,ANO9
TMEM37,TMEM37
RRP12,RRP12
ARIH2,ARIH2
TMEM229B,TMEM229B
LRRTM4,LRRTM4
POLR3A,POLR3A
CHST3,CHST3
AIFM2,AIFM2
SLC25A20,SLC25A20
WDR63,WDR63
TXNDC11,TXNDC11
GLT1D1,GLT1D1
C7H2orf76,C2orf76
B4GALNT4,B4GALNT4
LINGO1,LINGO1
ZCCHC24,ZCCHC24
UBR1,UBR1
SLC15A4,SLC15A4
SNN,SNN
STEAP3,STEAP3
DGCR8,DGCR8
TMEM62,TMEM62
MUL1,MUL1
PTGR2,PTGR2
PGGHG,PGGHG
LPAR3,LPAR3
HMG20A,HMG20A
RAB35,RAB35
DNAL1,DNAL1
BICDL1,BICDL1
LCOR,LCOR
PINK1,PINK1
PXK,PXK
GBF1,GBF1
PPRC1,PPRC1
RPS15A,RPS15A
PSMD13,PSMD13
MARCO,MARCO
PDHB,PDHB
AGMAT,AGMAT
SIRT3,SIRT3
ACOX2,ACOX2
DNAJC16,DNAJC16
RIC8A,RIC8A
AACS,AACS
CASP9,CASP9
ABCD3,ABCD3
BET1L,BET1L
SMG1,SMG1
FAM107A,FAM107A
NUMB,NUMB
CTBS,CTBS
HPS6,HPS6
GNG5,GNG5
FHAD1,FHAD1
CCDC93,CCDC93
DHX37,DHX37
PAPLN,PAPLN
VPS51,VPS51
RBP3,RBP3
TMEM51,TMEM51
GNB5,GNB5
LOC110468052,HCCS
GDF10,GDF10
NADSYN1,NADSYN1
ALG14,ALG14
DHCR7,DHCR7
SYT17,SYT17
IFIH1,IFIH1
NFKB2,NFKB2
SLC44A3,SLC44A3
PSD,PSD
LEO1,LEO1
SCARB1,SCARB1
FBXL15,FBXL15
RBM25,RBM25
FHIT,FHIT
COQ7,COQ7
VSIG10,VSIG10
ZDHHC13,ZDHHC13
ZFYVE1,ZFYVE1
CUEDC2,CUEDC2
PLA2G4A,PLA2G4A
CFAP73,CFAP73
PRDM2,PRDM2
CSRP3,CSRP3
DDX54,DDX54
TMC7,TMC7
NPM3,NPM3
E2F8,E2F8
FGF8,FGF8
GLTP,GLTP
LRRC38,LRRC38
PTPRG,PTPRG
EIF4G2,EIF4G2
TMC5,TMC5
API5,API5
CTR9,CTR9
C12H3orf14,C3orf14
FEZF2,FEZF2
ZDHHC8,ZDHHC8
CCP110,CCP110
MYO9A,MYO9A
LYVE1,LYVE1
PGAM5,PGAM5
RNF141,RNF141
HIF1AN,HIF1AN
PRKACB,PRKACB
DHRS3,DHRS3
TBR1,TBR1
TTLL7,TTLL7
SENP8,SENP8
ANKLE2,ANKLE2
ADM,ADM
TANK,TANK
VPS13D,VPS13D
ZFAND4,ZFAND4
KATNBL1,KATNBL1
EMC7,EMC7
TMEM240,TMEM240
ITGB6,ITGB6
CHRM5,CHRM5
PCGF6,PCGF6
SH2D5,SH2D5
AVEN,AVEN
TAF5,TAF5
ATP5MD,USMG5
SNTN,SNTN
PLA2R1,PLA2R1
SWAP70,SWAP70
EDC3,EDC3
CALHM3,CALHM3
WEE1,WEE1
PLAU,PLAU
DDX18,DDX18
WNT6,WNT6
FOXK1,FOXK1
EIF4G3,EIF4G3
AP5Z1,AP5Z1
GPATCH8,GPATCH8
STK11IP,STK11IP
DDOST,DDOST
ZNF143,ZNF143
WIPI2,WIPI2
SLC41A3,SLC41A3
CAVIN1,PTRF
NEURL1,NEURL1
LOC110479742,UBL7
SLC29A4,SLC29A4
KLF15,KLF15
CRYBB3,CRYBB3
OBSL1,OBSL1
DAGLA,DAGLA
ZSWIM8,ZSWIM8
CFAP100,CFAP100
DRAXIN,DRAXIN
SWT1,SWT1
SEMA7A,SEMA7A
CHCHD1,CHCHD1
CRYBA2,CRYBA2
TMEM258,TMEM258
FTO,FTO
TRMT1L,TRMT1L
UROC1,UROC1
FUT11,FUT11
NAGLU,NAGLU
CDK5R2,CDK5R2
HSD17B1,HSD17B1
MAD2L2,MAD2L2
FEN1,FEN1
FBXL18,FBXL18
SH3PXD2A,SH3PXD2A
SYNPO2L,SYNPO2L
MYOZ1,MYOZ1
CHCHD4,CHCHD4
GLO1,GLO1
STN1,STN1
COASY,COASY
XRCC5,XRCC5
BTBD9,BTBD9
USP54,USP54
SLK,SLK
ZFAND3,ZFAND3
PECR,PECR
ANXA7,ANXA7
RNF216,RNF216
XPC,XPC
TMEM169,TMEM169
FNBP1L,FNBP1L
LSM3,LSM3
CEP104,CEP104
JUP,JUP
CBFB,CBFB
COQ5,COQ5
NUDT13,NUDT13
COL17A1,COL17A1
ERCC3,ERCC3
PCNX1,PCNX1
MAP3K9,MAP3K9
ST3GAL3,ST3GAL3
TRIAP1,TRIAP1
PLA2G12B,PLA2G12B
TP73,TP73
PSMC3IP,PSMC3IP
COMMD4,COMMD4
OIT3,OIT3
NFATC3,NFATC3
PDIA5,PDIA5
L3MBTL1,L3MBTL1
SFR1,SFR1
NEIL1,NEIL1
RPS21,RPS21
CABLES2,CABLES2
IPO13,IPO13
WRAP73,WRAP73
RETREG3,FAM134C
CD86,CD86
KIF11,KIF11
DNAJB2,DNAJB2
TPRG1L,TPRG1L
ARTN,ARTN
DPH2,DPH2
CCDC174,CCDC174
PDAP1,PDAP1
CCDC51,CCDC51
LOC110479202,UQCC1
IDE,IDE
SIN3A,SIN3A
TTC9,TTC9
MCU,MCU
ZNF319,ZNF319
BUD31,BUD31
SIRT4,SIRT4
PLEKHH3,PLEKHH3
PTPN9,PTPN9
RPLP0,RPLP0
STK16,ANKZF1
GCN1,GCN1
GOT2,GOT2
ITPRIP,ITPRIP
SNUPN,SNUPN
SZT2,SZT2
OLFML1,OLFML1
CFAP58,CFAP58
USB1,USB1
USP30,USP30
ARHGEF16,ARHGEF16
SNX33,SNX33
ABCB6,ABCB6
PPFIBP2,PPFIBP2
ALKBH2,ALKBH2
MICU1,MICU1
SMOC1,SMOC1
KLHL17,KLHL17
HYI,HYI
CNPPD1,CNPPD1
PARP6,PARP6
SLC2A10,SLC2A10
MTMR14,MTMR14
DNAJB12,DNAJB12
MAX,MAX
DDIT4,DDIT4
NTSR1,NTSR1
SDF4,SDF4
TPR,TPR
FGF23,FGF23
CPEB3,CPEB3
BRPF1,BRPF1
BTAF1,BTAF1
MLF2,MLF2
DPP10,DPP10
SSX2IP,SSX2IP
SUSD6,SUSD6
GPX2,GPX2
OGG1,OGG1
ANAPC16,ANAPC16
SLC39A9,SLC39A9
CHURC1,CHURC1
TGIF2,TGIF2
PRKAG3,PRKAG3
TADA3,TADA3
KATNB1,KATNB1
NATD1,NATD1
TTLL4,TTLL4
ERH,ERH
ARIH1,ARIH1
STK36,STK36
BBS4,BBS4
RNF25,RNF25
DCAF7,DCAF7
ADPGK,ADPGK
UBE3B,UBE3B
GGT7,GGT7
ARPC4,ARPC4
FMN1,FMN1
LPAR5,LPAR5
RNF8,RNF8
CASZ1,CASZ1
TMEM11,TMEM11
GREM1,GREM1
LOC110468346,BCS1L
ADGRL4,ADGRL4
NEO1,NEO1
FHOD1,FHOD1
ZNF518A,ZNF518A
HSD11B2,HSD11B2
ZNF142,ZNF142
NCOA6,NCOA6
REC114,REC114
DHRS7B,DHRS7B
LIMD2,LIMD2
C21H1orf159,C1orf159
NPTN,NPTN
ASCC1,ASCC1
BABAM2,BRE
BORCS5,BORCS5
PTH,PTH
STRADA,STRADA
RASGRP1,RASGRP1
CNOT9,CNOT9
TYSND1,TYSND1
CNOT1,CNOT1
CCDC47,CCDC47
PYGO1,PYGO1
BLCAP,BLCAP
DNTT,DNTT
DDX42,DDX42
FAM98B,FAM98B
PIGT,PIGT
BTBD10,BTBD10
CCPG1,CCPG1
ZNF384,ZNF384
MPRIP,MPRIP
DRC7,DRC7
FNBP4,FNBP4
FBXO47,FBXO47
PIANP,PIANP
GYPC,GYPC
DR1,DR1
COPS7A,COPS7A
CCDC18,CCDC18
DLX1,DLX1
RAB27A,RAB27A
SDC4,SDC4
BHLHE40,BHLHE40
TP53I11,TP53I11
COPS3,COPS3
ARNTL,ARNTL
MVK,MVK
TMED5,TMED5
RBPJL,RBPJL
SRM,SRM
PARD3B,PARD3B
EDEM1,EDEM1
PRDM11,PRDM11
EXOSC10,EXOSC10
RPL19,RPL19
MATN4,MATN4
SYT13,SYT13
LITAF,LITAF
RSL24D1,RSL24D1
MTOR,MTOR
AKTIP,AKTIP
CDCA7,CDCA7
HELLS,HELLS
CSTA,CSTB
MTF2,MTF2
SLC17A9,SLC17A9
USP42,USP42
RASSF10,RASSF10
NIFK,NIFK
MAFB,MAFB
FAM222A,FAM222A
EIF2AK1,EIF2AK1
AGRN,AGRN
CCDC58,CCDC58
TCHP,TCHP
RALGAPB,RALGAPB
TSN,TSN
PMS2,PMS2
LOC110472148,ASTL
RAPGEF4,RAPGEF4
ADAM11,ADAM11
ANGPTL7,ANGPTL7
RPL5,RPL5
PHF21A,PHF21A
PLEKHM2,PLEKHM2
KLHDC8B,KLHDC8B
SLC25A34,SLC25A34
FUT8,FUT8
ANKRD13A,ANKRD13A
FBXO40,FBXO40
ERCC6,ERCC6
C21H1orf50,C1orf50
CENPT,CENPT
P3H1,P3H1
CLDN19,CLDN19
GFI1,GFI1
TMCC1,TMCC1
PLEKHN1,PLEKHN1
CREBL2,CREBL2
PHF20,PHF20
NUTF2,NUTF2
TRH,TRH
NDUFV1,NDUFV1
FAM43B,FAM43B
LMTK2,LMTK2
RBSN,RBSN
EDC4,EDC4
MRPS25,MRPS25
MRPL51,MRPL51
RPAP2,RPAP2
EFTUD2,EFTUD2
C1QTNF4,C1QTNF4
PSKH1,PSKH1
CDKN1B,CDKN1B
PEX16,PEX16
ERGIC3,ERGIC3
LOC110471097,ICOS
PISD,PISD
GLMN,GLMN
CTLA4,CTLA4
NCAPD2,NCAPD2
CD28,CD28
ANKRD22,ANKRD22
NLRC5,NLRC5
C8H1orf146,C1orf146
TECPR1,TECPR1
EIF4ENIF1,EIF4ENIF1
FGD5,FGD5
ZNF341,ZNF341
KBTBD4,KBTBD4
DRG1,DRG1
GAPDH,GAPDH
PXMP4,PXMP4
BAIAP2L1,BAIAP2L1
E2F1,E2F1
NPTX2,NPTX2
DAD1,DAD1
TMEM130,TMEM130
PTPMT1,PTPMT1
FAS,FAS
TGFBR3,TGFBR3
MLLT6,MLLT6
SLC35C1,SLC35C1
LOC110478306,DKK3
TRRAP,TRRAP
CDC7,CDC7
EXOC3L1,EXOC3L1
DLG5,DLG5
USP47,USP47
E2F4,E2F4
LOC110471089,CYP20A1
PSMB3,PSMB3
ELMO3,ELMO3
CH25H,CH25H
CHST1,CHST1
GATD1,PDDC1
TMEM208,TMEM208
SNTA1,SNTA1
TALDO1,TALDO1
ZNF644,ZNF644
CPN1,CPN1
EPS8L2,EPS8L2
CWC25,CWC25
KIAA2013,KIAA2013
PSME3IP1,FAM192A
SDHB,SDHB
WDR3,WDR3
TOX2,TOX2
FOXP1,FOXP1
RPL23,RPL23
PLLP,PLLP
CNTNAP1,CNTNAP1
LOC110476305,CX3CL1
GALNT18,GALNT18
ZFYVE19,ZFYVE19
ROMO1,ROMO1
EIF4E3,EIF4E3
CUTC,CUTC
FBRSL1,FBRSL1
TMEM80,TMEM80
RAPSN,RAPSN
LOC110473688,COX15
SUN1,SUN1
COMTD1,COMTD1
DEAF1,DEAF1
SPINT1,SPINT1
POLR2C,POLR2C
USP19,USP19
PIKFYVE,PIKFYVE
RHOV,RHOV
DRD4,DRD4
COQ9,COQ9
ALPK3,ALPK3
NOC4L,NOC4L
PSMC3,PSMC3
KCNK18,KCNK18
GET4,GET4
LOC110471835,COA3
CNTD1,CNTD1
CCDC91,CCDC91
PDZD8,PDZD8
TMPRSS12,TMPRSS12
NEXN,NEXN
DNAJC10,DNAJC10
CIAPIN1,CIAPIN1
VPS18,VPS18
MRGBP,MRGBP
WSCD2,WSCD2
DCLRE1A,DCLRE1A
DLL4,DLL4
ZNF592,ZNF592
INO80,INO80
PSME3,PSME3
COL9A3,COL9A3
MIGA1,MIGA1
LOC110475502,COX19
C5H11orf91,C11orf91
SLC39A13,SLC39A13
ZZZ3,ZZZ3
LOC110471824,AARSD1
NMB,NMB
ZHX3,ZHX3
METTL15,METTL15
CALB2,CALB2
SPI1,SPI1
EMILIN3,EMILIN3
NHLRC2,NHLRC2
LCAT,LCAT
RUNDC1,RUNDC1
RAD51AP1,RAD51AP1
ADRB1,ADRB1
CHAC1,CHAC1
CCDC186,CCDC186
VWA2,VWA2
RPL27,RPL27
ADK,ADK
LARP4,LARP4
LNPK,LNPK
PIGK,PIGK
AFAP1L2,AFAP1L2
RPN2,RPN2
IFI35,IFI35
SORD,SORD
FICD,FICD
C1AH12orf4,C12orf4
CHP1,CHP1
C14H7orf50,C7orf50
FGF6,FGF6
DUSP12,DUSP12
NEDD4,NEDD4
SART3,SART3
ST6GALNAC5,ST6GALNAC5
OIP5,OIP5
PRTG,PRTG
FAM183A,FAM183A
NUSAP1,NUSAP1
TUBGCP2,TUBGCP2
NAA50,NAA50
EBNA1BP2,EBNA1BP2
USF3,USF3
IGFBP4,IGFBP4
NDUFAF1,NDUFAF1
CHRNA1,CHRNA1
TRUB1,TRUB1
ECHS1,ECHS1
TNS4,TNS4
SOX18,SOX18
TMEM119,TMEM119
CFAP57,CFAP57
WIPF1,WIPF1
LYSMD2,LYSMD2
GPR146,GPR146
ITPKA,ITPKA
SPICE1,SPICE1
CSTF3,CSTF3
SMARCE1,SMARCE1
TRIM45,TRIM45
GPER1,GPER1
GPR155,GPR155
PRPF6,PRPF6
SCG3,SCG3
WNT1,WNT1
NYAP2,NYAP2
SSH1,SSH1
SAMD10,SAMD10
GHRH,GHRH
VTCN1,VTCN1
PAOX,PAOX
ITPRIPL2,ITPRIPL2
TMEM41B,TMEM41B
ZNF512B,ZNF512B
TMEM125,TMEM125
FKBP11,FKBP11
CIR1,CIR1
TCP11L1,TCP11L1
C27H17orf113,ZNF385C
CCDC65,CCDC65
SLCO4A1,SLCO4A1
RNLS,RNLS
LOC110474232,CYP19A1
SP9,SP9
P3H4,P3H4
DAO,DAO
GLDN,GLDN
MADD,MADD
CTC1,CTC1
SP3,SP3
ARMC8,ARMC8
SVIP,SVIP
PATZ1,PATZ1
MRPS35,MRPS35
TIE1,TIE1
GFRA1,GFRA1
TRPC4AP,TRPC4AP
PTEN,PTEN
CCDC172,CCDC172
DBR1,DBR1
KLHL42,KLHL42
LOC110474068,PPP2R3A
ATAD1,ATAD1
MPL,MPL
SALL1,SALL1
SPRED1,SPRED1
LRRC49,LRRC49
DDX23,DDX23
ELOVL1,ELOVL1
C15H12orf43,C12orf43
MSL2,MSL2
ACP2,ACP2
ZW10,ZW10
LRRC8B,LRRC8B
PCCB,PCCB
HNF1A,HNF1A
IFT46,IFT46
ZNF326,ZNF326
BTG4,BTG4
SNX20,SNX20
MINPP1,MINPP1
THSD4,THSD4
MFAP5,MFAP5
HAT1,HAT1
SGMS1,SGMS1
A1CF,A1CF
DMRTA2,DMRTA2
ENO4,ENO4
LOC110482848,CYBRD1
DDB2,DDB2
RIMKLB,RIMKLB
DCAF17,DCAF17
KLHL10,KLHL10
LSM14B,LSM14B
SNX19,SNX19
LOC110472354,A2ML1
SPPL3,SPPL3
PSMA7,PSMA7
GIGYF2,GIGYF2
USP24,USP24
LRRC8D,LRRC8D
METTL8,METTL8
PACSIN3,PACSIN3
KCNJ13,KCNJ13
IGHMBP2,IGHMBP2
PUS1,PUS1
SS18L1,SS18L1
CMTR2,CMTR2
MTG2,MTG2
LRRC8C,LRRC8C
ARFGAP2,ARFGAP2
SYT12,SYT12
MARVELD1,MARVELD1
PHC1,PHC1
SGIP1,SGIP1
ULK1,ULK1
ACADS,ACADS
C5H11orf49,C11orf49
KLHL11,KLHL11
NGEF,NGEF
EFCAB14,EFCAB14
SPON1,SPON1
KYAT3,KYAT3
M6PR,M6PR
PLA2G15,PLA2G15
OSBPL2,OSBPL2
MYPN,MYPN
SMPD3,SMPD3
ACLY,ACLY
RNF111,RNF111
LRP4,LRP4
GTF2B,GTF2B
NEU2,NEU2
INSC,INSC
ADRM1,ADRM1
PBLD,PBLD
SLTM,SLTM
ADAMTS15,ADAMTS15
INPP5D,INPP5D
ARL14EP,ARL14EP
HNRNPH3,HNRNPH3
TTC25,TTC25
F2,F2
SLC25A22,SLC25A22
TAL1,TAL1
LIPC,LIPC
IRF7,IRF7
LMO4,LMO4
BUB1B,BUB1B
PRMT7,PRMT7
PHRF1,PHRF1
TMEM61,TMEM61
HS2ST1,HS2ST1
CD151,CD151
CNP,CNP
SLC7A6OS,SLC7A6OS
ARFGAP1,ARFGAP1
RAD54L,RAD54L
KCTD5,KCTD5
ATG13,ATG13
DNA2,DNA2
C5H15orf62,C15orf62
CDPF1,CDPF1
CCNT1,CCNT1
DNAJC7,DNAJC7
SLC25A16,SLC25A16
PCSK7,PCSK7
LRRC41,LRRC41
POP5,POP5
LURAP1,LURAP1
RNF10,RNF10
TET1,TET1
LIMA1,LIMA1
RPLP2,RPLP2
PROC,PROC
CHRM4,CHRM4
NSUN4,NSUN4
IWS1,IWS1
SOX6,SOX6
GINS3,GINS3
CCAR1,CCAR1
C5H11orf58,C11orf58
WDR78,WDR78
ADGRD1,ADGRD1
DAW1,DAW1
ODF2L,ODF2L
CHRNA4,CHRNA4
CRTAC1,CRTAC1
NKIRAS2,NKIRAS2
SPHKAP,SPHKAP
RAN,RAN
KCNQ2,KCNQ2
LZTS2,LZTS2
CFAP20,CFAP20
PLEKHA7,PLEKHA7
FBXW4,FBXW4
MIER1,MIER1
KIFBP,KIF1BP
RMDN3,RMDN3
SF3B3,SF3B3
TDRD1,TDRD1
PPDPF,PPDPF
MRC2,MRC2
RPS13,RPS13
PID1,PID1
SRGN,SRGN
DNAJC17,DNAJC17
MNS1,MNS1
BACE1,BACE1
PIK3C2A,PIK3C2A
RIMBP2,RIMBP2
FCSK,FUK
