OMAid_1	RefSeq_1	gene_id	EntrezGene_1	SourceID_1	OMAid_2	RefSeq_2	Ensembl.Gene_2	EntrezGene_2	gene_name_ck	RelType	OmaGroup	gene_name_zf
TAEGU08141	XP_041567240	ENSTGUG00000005136	100227998	ENSTGUG00000005136.2	CHICK01007	NP_990543	NA	396134	MET	1:1	1075571	MET
TAEGU08142	XP_030113258	ENSTGUG00000021482	100220361	ENSTGUG00000021482.1	CHICK01009	NP_001099134	NA	373996	CAV1	1:1	1028304	CAV1
TAEGU08150	XP_030113264	ENSTGUG00000028946	101234223	ENSTGUG00000028946.1	CHICK01010	NP_001007087	NA	417772	CAV2	1:1	1028305	CAV2
TAEGU08151	XP_002193627	ENSTGUG00000005272	100225107	ENSTGUG00000005272.2	CHICK01011	NP_989954	NA	395332	TES	1:1	1078017	TES
TAEGU08154	NA	ENSTGUG00000025154	NA	ENSTGUG00000025154.1	CHICK01014	NP_001006229	NA	417773	TFEC	1:1	1366569	TFEC
TAEGU08156	XP_002192571	ENSTGUG00000005311	100230803	ENSTGUG00000005311.2	CHICK01015	XP_046799722	NA	417774	MDFIC	1:1	1401895	MDFIC
TAEGU08160	NP_001041728	ENSTGUG00000005315	751769	ENSTGUG00000005315.2	CHICK01034	XP_025007337	NA	769935	FOXP2	1:1	947845	FOXP2
TAEGU08171	XP_002192811	ENSTGUG00000022324	100220292	ENSTGUG00000022324.1	CHICK01038	XP_004937598	NA	101747406	PPP1R3A	1:1	1359366	PPP1R3A
TAEGU08172	XP_030113436	ENSTGUG00000027748	100219343	ENSTGUG00000027748.1	CHICK01041	XP_003640402	NA	417775	GPR85	1:1	1080270	GPR85
TAEGU08175	NA	ENSTGUG00000029134	NA	ENSTGUG00000029134.1	CHICK01044	NP_001025905	NA	417776	BMT2	1:1	1423677	BMT2
TAEGU08178	XP_002194704	ENSTGUG00000005419	100231847	ENSTGUG00000005419.2	CHICK01049	XP_040507677	NA	417777	TMEM168	1:1	1348285	TMEM168
TAEGU08181	NA	ENSTGUG00000005427	NA	ENSTGUG00000005427.2	CHICK01053	XP_040515329	NA	417778	LSMEM1	1:1	1323142	LSMEM1
TAEGU08180	NA	ENSTGUG00000005429	NA	ENSTGUG00000005429.2	CHICK01054	NP_001001468	NA	395226	IFRD1	1:1	1398835	IFRD1
TAEGU08184	XP_030113548	ENSTGUG00000027318	100229814	ENSTGUG00000027318.1	CHICK01057	NP_001182398	NA	427859	ZNF277	1:1	947475	ZNF277
TAEGU08189	NA	ENSTGUG00000005488	NA	ENSTGUG00000005488.2	CHICK01058	XP_004937601	NA	417779	DOCK4	1:1	869361	DOCK4
TAEGU08219	XP_041569705	ENSTGUG00000005590	121469185	ENSTGUG00000005590.2	CHICK01082	XP_001232594	NA	770169	LRRN3	1:1	1222125	LRRN3
TAEGU08223	XP_012424425	ENSTGUG00000005595	100223203	ENSTGUG00000005595.2	CHICK01084	NP_001025906	NA	417783	DNAJB9	1:1	1068680	DNAJB9
TAEGU08230	XP_002195322	ENSTGUG00000005607	100220306	ENSTGUG00000005607.2	CHICK01087	NP_001006230	NA	417784	THAP5	1:1	1387416	THAP5
TAEGU08235	XP_041567398	ENSTGUG00000005617	100229888	ENSTGUG00000005617.2	CHICK01089	NP_001124209	NA	417785	PNPLA8	1:1	811067	PNPLA8
TAEGU08250	XP_030113787	ENSTGUG00000005630	100227089	ENSTGUG00000005630.2	CHICK01112	XP_040518397	NA	396202	NRCAM	1:1	1071453	NRCAM
TAEGU08295	XP_030114138	ENSTGUG00000005721	100218401	ENSTGUG00000005721.2	CHICK01146	NP_001004381	NA	417786	CNTN1	1:1	1075373	CNTN1
TAEGU08317	XP_030114173	ENSTGUG00000005793	100224195	ENSTGUG00000005793.2	CHICK01147	XP_015137898	NA	417787	PDZRN4	1:1	1405503	PDZRN4
TAEGU08334	XP_030114195	ENSTGUG00000005804	100228034	ENSTGUG00000005804.2	CHICK01152	NP_001025907	NA	417789	GXYLT1	1:1	1421321	GXYLT1
TAEGU08344	XP_002195919	ENSTGUG00000020945	100221270	ENSTGUG00000020945.1	CHICK01153	NP_001007851	NA	417790	YAF2	1:1	1071233	YAF2
TAEGU08345	XP_002196012	ENSTGUG00000005829	100218420	ENSTGUG00000005829.2	CHICK01156	NP_001264287	NA	417791	ZCRB1	1:1	1073632	ZCRB1
TAEGU08354	NA	ENSTGUG00000005837	NA	ENSTGUG00000005837.2	CHICK01163	NP_001292186	NA	417792	PPHLN1	1:1	1407727	PPHLN1
TAEGU08367	XP_030114218	ENSTGUG00000005851	100230896	ENSTGUG00000005851.2	CHICK01170	XP_015137914	NA	417793	PRICKLE1	1:1	1312256	PRICKLE1
TAEGU08375	XP_002194140	ENSTGUG00000005861	100221192	ENSTGUG00000005861.2	CHICK01179	XP_015137930	NA	417794	ADAMTS20	1:1	1075036	ADAMTS20
TAEGU08398	XP_002194165	ENSTGUG00000005924	100218339	ENSTGUG00000005924.2	CHICK01182	XP_004937605	NA	417795	PUS7L	1:1	1409635	PUS7L
TAEGU08403	NA	ENSTGUG00000005932	NA	ENSTGUG00000005932.2	CHICK01184	NP_001376223	NA	417796	IRAK4	1:1	NA	IRAK4
TAEGU08410	NA	ENSTGUG00000005944	NA	ENSTGUG00000005944.2	CHICK01185	NP_001265024	NA	417797	TWF1	1:1	1031006	TWF1
TAEGU08412	XP_012424382	ENSTGUG00000005962	100228057	ENSTGUG00000005962.2	CHICK01188	XP_040514893	NA	417798	TMEM117	1:1	1411058	TMEM117
TAEGU08413	XP_032600577	ENSTGUG00000005974	100231825	ENSTGUG00000005974.2	CHICK01192	NP_001025911	NA	417799	NELL2	1:1	NA	NELL2
TAEGU08420	NA	ENSTGUG00000026363	NA	ENSTGUG00000026363.1	CHICK01194	NP_001383943	NA	417801	DBX2	1:1	1379472	DBX2
TAEGU08423	XP_030119644	ENSTGUG00000006024	100227071	ENSTGUG00000006024.2	CHICK01195	XP_040513317	NA	417802	ANO6	1:1	850096	ANO6
TAEGU08631	XP_030119638	ENSTGUG00000006070	100222266	ENSTGUG00000006070.2	CHICK01200	XP_004937609	NA	417804	ARID2	1:1	1413489	ARID2
TAEGU08636	XP_030119640	ENSTGUG00000006091	100218397	ENSTGUG00000006091.2	CHICK01203	XP_015136768	NA	417805	SCAF11	1:1	1069571	SCAF11
TAEGU08651	NA	ENSTGUG00000006103	NA	ENSTGUG00000006103.2	CHICK01207	NP_001186532	NA	417806	SLC38A1	1:1	1069164	SLC38A1
TAEGU08659	NA	ENSTGUG00000006125	NA	ENSTGUG00000006125.2	CHICK01208	NP_001292368	NA	417807	SLC38A2	1:1	1067628	SLC38A2
TAEGU08663	XP_002196787	ENSTGUG00000006154	100231892	ENSTGUG00000006154.2	CHICK01210	NP_001186478	NA	417809	SLC38A4	1:1	1068639	SLC38A4
TAEGU08668	XP_002196828	ENSTGUG00000006197	100228867	ENSTGUG00000006197.2	CHICK01216	NP_001186479	NA	417810	AMIGO2	1:1	1071584	AMIGO2
TAEGU08672	NA	ENSTGUG00000006201	NA	ENSTGUG00000006201.2	CHICK01221	NP_001006231	NA	417811	RPAP3	1:1	1068547	RPAP3
TAEGU08691	XP_030114496	ENSTGUG00000006227	100229411	ENSTGUG00000006227.2	CHICK01236	XP_015136905	NA	417813	LRIG3	1:1	1070158	LRIG3
TAEGU08693	XP_002186682	ENSTGUG00000029204	100227587	ENSTGUG00000029204.1	CHICK01239	NP_001186533	NA	417815	SLC16A7	1:1	NA	SLC16A7
TAEGU08696	XP_041567800	ENSTGUG00000028593	100231415	ENSTGUG00000028593.1	CHICK01247	XP_040517112	NA	771745	FAM19A2	1:1	1373799	TAFA2
TAEGU08700	XP_002186908	ENSTGUG00000006263	100224751	ENSTGUG00000006263.2	CHICK01249	NP_990171	NA	395644	USP15	1:1	1068860	USP15
TAEGU08712	XP_030114646	ENSTGUG00000006318	100232409	ENSTGUG00000006318.2	CHICK01253	XP_015136964	NA	417818	MON2	1:1	1423099	MON2
TAEGU08718	XP_030114716	ENSTGUG00000006354	100223790	ENSTGUG00000006354.2	CHICK01259	XP_003640399	NA	771760	PPM1H	1:1	1409196	PPM1H
TAEGU08721	XP_030114724	ENSTGUG00000020915	100221836	ENSTGUG00000020915.1	CHICK01261	NP_001103908	NA	771773	AVPR1A	1:1	1399731	AVPR1A
TAEGU08722	NA	ENSTGUG00000006370	NA	ENSTGUG00000006370.2	CHICK01262	NP_001186486	NA	417820	TMEM5	1:1	1381450	RXYLT1
TAEGU08727	XP_030114740	ENSTGUG00000006378	100227645	ENSTGUG00000006378.2	CHICK01263	XP_015136990	NA	417821	SRGAP1	1:1	1075640	SRGAP1
TAEGU08732	XP_030114756	ENSTGUG00000026688	100218995	ENSTGUG00000026688.1	CHICK01270	XP_040517128	NA	417822	KICS2	1:1	1371389	KICS2
TAEGU08733	XP_002187596	ENSTGUG00000006444	100231477	ENSTGUG00000006444.2	CHICK01271	XP_015138221	NA	417823	RPL18A	1:1	1368132	RPL18A
TAEGU08743	XP_030114780	ENSTGUG00000006459	100228602	ENSTGUG00000006459.2	CHICK01273	NP_001186535	NA	417824	XPOT	1:1	850597	XPOT
TAEGU08750	XP_004176138	ENSTGUG00000006485	100225715	ENSTGUG00000006485.2	CHICK01278	XP_015137046	NA	417825	TBK1	1:1	1072344	TBK1
TAEGU08754	XP_030114860	ENSTGUG00000006523	100231471	ENSTGUG00000006523.2	CHICK01287	XP_040551583	NA	417828	RASSF3	1:1	1363616	RASSF3
TAEGU08760	XP_012424510	ENSTGUG00000006534	100228596	ENSTGUG00000006534.2	CHICK01293	NP_001186488	NA	417829	GNS	1:1	875187	GNS
TAEGU08766	XP_030114824	ENSTGUG00000006564	100226608	ENSTGUG00000006564.2	CHICK01294	XP_025009973	NA	417830	TBC1D30	1:1	1078191	TBC1D30
TAEGU08770	NA	ENSTGUG00000006579	NA	ENSTGUG00000006579.2	CHICK01301	NP_001186536	NA	417831	WIF1	1:1	1070934	WIF1
TAEGU08775	XP_030114896	ENSTGUG00000006588	100220793	ENSTGUG00000006588.2	CHICK01302	XP_040518160	NA	417832	LEMD3	1:1	1399030	LEMD3
TAEGU08778	XP_032600849	ENSTGUG00000019249	100222850	ENSTGUG00000019249.1	CHICK01307	XP_046763226	NA	417833	MSRB3	1:1	NA	MSRB3
TAEGU08783	XP_004176139	ENSTGUG00000023478	101233643	ENSTGUG00000023478.1	CHICK01319	NP_990332	NA	395851	HMGA2	1:1	1072647	HMGA2
TAEGU08795	NA	ENSTGUG00000006618	NA	ENSTGUG00000006618.2	CHICK01323	XP_001235093	NA	771874	TMBIM4	1:1	943316	TMBIM4
TAEGU08800	XP_030115148	ENSTGUG00000006632	100222790	ENSTGUG00000006632.2	CHICK01324	XP_040514787	NA	417836	HELB	1:1	1322801	HELB
TAEGU08810	XP_012424497	ENSTGUG00000006648	100219916	ENSTGUG00000006648.2	CHICK01339	XP_015138247	NA	427863	GRIP1	1:1	344074	GRIP1
TAEGU08831	XP_002189147	ENSTGUG00000006691	100229414	ENSTGUG00000006691.2	CHICK01341	XP_015138332	NA	417837	CAND1	1:1	1423697	CAND1
TAEGU08832	XP_030115200	ENSTGUG00000006720	100226613	ENSTGUG00000006720.2	CHICK01346	XP_046764505	NA	427864	DYRK2	1:1	NA	DYRK2
TAEGU08839	XP_002188959	ENSTGUG00000023237	100226664	ENSTGUG00000023237.1	CHICK01351	NP_990480	NA	396054	IFNG	1:1	1381678	IFNG
TAEGU08840	XP_004176141	ENSTGUG00000006732	101233751	ENSTGUG00000006732.2	CHICK01353	NP_001186543	NA	417838	IL22	1:1	1363059	IL22
TAEGU08845	XP_030115243	ENSTGUG00000006738	100230456	ENSTGUG00000006738.2	CHICK01358	XP_015137163	NA	417839	MDM1	1:1	1381164	MDM1
TAEGU08852	XP_030115284	ENSTGUG00000026063	100223739	ENSTGUG00000026063.1	CHICK01360	NP_001007853	NA	417840	RAP1B	1:1	1067863	RAP1B
TAEGU08855	XP_030115299	ENSTGUG00000006761	100231466	ENSTGUG00000006761.2	CHICK01363	XP_004937619	NA	101751988	NUP107	1:1	1410734	NUP107
TAEGU08860	XP_002189909	ENSTGUG00000006828	100220797	ENSTGUG00000006828.2	CHICK01368	NP_001186545	NA	417842	SLC35E3	1:1	NA	SLC35E3
TAEGU08863	XP_030115323	ENSTGUG00000021274	100228592	ENSTGUG00000021274.1	CHICK01369	NP_001186313	NA	395609	MDM2	1:1	1353198	MDM2
TAEGU08865	XP_030115344	ENSTGUG00000006875	100225708	ENSTGUG00000006875.2	CHICK01375	NP_001186554	NA	417843	CPM	1:1	857341	CPM
TAEGU08876	XP_012424474	ENSTGUG00000006894	100217948	ENSTGUG00000006894.2	CHICK01385	NP_001072971	NA	771226	YEATS4	1:1	1068489	YEATS4
TAEGU08881	NA	ENSTGUG00000006906	NA	ENSTGUG00000006906.2	CHICK01386	NP_001186555	NA	417845	FRS2	1:1	1309244	FRS2
TAEGU08885	NA	ENSTGUG00000006912	NA	ENSTGUG00000006912.2	CHICK01389	XP_040551714	NA	417846	CCT2	1:1	948915	CCT2
TAEGU08886	XP_030115453	ENSTGUG00000024092	100221767	ENSTGUG00000024092.1	CHICK01390	XP_004937622	NA	427865	LRRC10	1:1	361202	LRRC10
TAEGU08895	XP_002189724	ENSTGUG00000006968	100231408	ENSTGUG00000006968.2	CHICK01392	NP_001186598	NA	417849	BEST3	1:1	1384863	BEST3
TAEGU08900	XP_030115497	ENSTGUG00000006982	100224701	ENSTGUG00000006982.2	CHICK01398	XP_015138380	NA	417850	RAB3IP	1:1	1322061	RAB3IP
TAEGU08906	XP_030115548	ENSTGUG00000007018	100221773	ENSTGUG00000007018.2	CHICK01408	NP_001012826	NA	417851	CNOT2	1:1	1071901	CNOT2
TAEGU08911	XP_004176157	ENSTGUG00000007043	100232406	ENSTGUG00000007043.2	CHICK01414	NP_001186559	NA	417852	KCNMB4	1:1	1323816	KCNMB4
TAEGU08921	XP_030115572	ENSTGUG00000007051	100229462	ENSTGUG00000007051.2	CHICK01416	XP_040518136	NA	417853	PTPRB	1:1	1073184	PTPRB
TAEGU08951	XP_012424455	ENSTGUG00000007124	100226660	ENSTGUG00000007124.2	CHICK01418	XP_001235188	NA	771985	PTPRR	1:1	1070233	PTPRR
TAEGU08957	XP_004176143	ENSTGUG00000007160	101233922	ENSTGUG00000007160.2	CHICK01422	NP_001186579	NA	417854	TSPAN8	1:1	815114	TSPAN8
TAEGU08959	XP_030115660	ENSTGUG00000007177	100224745	ENSTGUG00000007177.2	CHICK01423	XP_040518147	NA	427867	LGR5	1:1	1070351	LGR5
TAEGU08970	XP_002190127	ENSTGUG00000007206	100221825	ENSTGUG00000007206.2	CHICK01427	XP_040518144	NA	417855	ZFC3H1	1:1	775880	ZFC3H1
TAEGU08986	NA	ENSTGUG00000007240	NA	ENSTGUG00000007240.2	CHICK01430	XP_004937629	NA	417856	TMEM19	1:1	NA	TMEM19
TAEGU08987	XP_002192267	ENSTGUG00000007249	100231417	ENSTGUG00000007249.2	CHICK01432	XP_001233648	NA	771383	RAB21	1:1	1068240	RAB21
TAEGU08993	XP_012424513	ENSTGUG00000007267	100222838	ENSTGUG00000007267.2	CHICK01433	NP_001012827	NA	417857	TBC1D15	1:1	1071818	TBC1D15
TAEGU08996	XP_002192461	ENSTGUG00000007300	100228542	ENSTGUG00000007300.2	CHICK01434	XP_040530403	NA	408026	TPH2	1:1	1374088	TPH2
TAEGU09000	XP_030115787	ENSTGUG00000026259	100230387	ENSTGUG00000026259.1	CHICK01438	XP_015138490	NA	427868	TRHDE	1:1	907532	TRHDE
TAEGU09013	XP_030115872	ENSTGUG00000007354	100231406	ENSTGUG00000007354.2	CHICK01444	XP_040507072	NA	772061	KCNC2	1:1	1069886	KCNC2
TAEGU09032	XP_002193046	ENSTGUG00000007385	100225670	ENSTGUG00000007385.2	CHICK01456	NP_001025915	NA	417863	KRR1	1:1	1364080	KRR1
TAEGU09035	NA	ENSTGUG00000018888	NA	ENSTGUG00000018888.1	CHICK01459	XP_040507138	NA	107052797	PHLDA1	1:1	NA	PHLDA1
TAEGU09042	XP_030116045	ENSTGUG00000007412	100222795	ENSTGUG00000007412.2	CHICK01464	XP_015138627	NA	417864	NAP1L1	1:1	1060733	NAP1L1
TAEGU09046	NA	ENSTGUG00000007444	NA	ENSTGUG00000007444.2	CHICK01473	XP_015138702	NA	417865	BBS10	1:1	441700	BBS10
TAEGU09049	XP_030116088	ENSTGUG00000007445	100218984	ENSTGUG00000007445.2	CHICK01475	XP_015138649	NA	417866	OSBPL8	1:1	1379122	OSBPL8
TAEGU09055	NA	ENSTGUG00000007477	NA	ENSTGUG00000007477.2	CHICK01494	NP_001025916	NA	417867	ZDHHC17	1:1	1067611	ZDHHC17
TAEGU09056	NP_001232385; XP_002193747	ENSTGUG00000028299	100190581	ENSTGUG00000028299.1	CHICK01495	NP_990539	NA	396128	CSRP2	1:1	1068069	CSRP2
TAEGU09059	XP_030116159	ENSTGUG00000007515	100232460	ENSTGUG00000007515.2	CHICK01498	XP_040515952	NA	417868	E2F7	1:1	1373574	E2F7
TAEGU09065	XP_030119646	ENSTGUG00000007519	100229468	ENSTGUG00000007519.2	CHICK01501	XP_015137329	NA	417869	NAV3	1:1	1072059	NAV3
TAEGU09073	NP_001041725	ENSTGUG00000007572	751605	ENSTGUG00000007572.2	CHICK01519	NP_001383882	NA	396083	SYT1	1:1	1080043	SYT1
TAEGU09084	XP_002194609	ENSTGUG00000020006	100223794	ENSTGUG00000020006.1	CHICK01526	XP_015138749	NA	417870	PAWR	1:1	NA	PAWR
TAEGU09092	XP_002194705	ENSTGUG00000007603	100220857	ENSTGUG00000007603.2	CHICK01531	XP_015133574	NA	396020	PPP1R12A	1:1	1068871	PPP1R12A
TAEGU09316	NA	ENSTGUG00000007680	NA	ENSTGUG00000007680.2	CHICK01541	XP_046754927	NA	772154	OTOGL	1:1	343025	OTOGL
TAEGU09338	NA	ENSTGUG00000007720	NA	ENSTGUG00000007720.2	CHICK01543	XP_040523437	NA	772163	PTPRQ	1:1	1069938	PTPRQ
TAEGU09346	NA	ENSTGUG00000007751	NA	ENSTGUG00000007751.2	CHICK01550	NP_001025917	NA	417873	MYF6	1:1	NA	MYF6
TAEGU09350	NA	ENSTGUG00000007755	NA	ENSTGUG00000007755.2	CHICK01551	NP_001025534	NA	395633	MYF5	1:1	NA	MYF5
TAEGU09352	NA	ENSTGUG00000007757	NA	ENSTGUG00000007757.2	CHICK01552	XP_004937651	NA	417874	LIN7A	1:1	1396421	LIN7A
TAEGU09355	XP_030116387	ENSTGUG00000007763	100227635	ENSTGUG00000007763.2	CHICK01553	XP_040513774	NA	417875	ACSS3	1:1	1067480	ACSS3
TAEGU09363	XP_030116240	ENSTGUG00000007778	100224740	ENSTGUG00000007778.2	CHICK01568	XP_025010235	NA	417877	PPFIA2	1:1	1075019	PPFIA2
TAEGU09370	NA	ENSTGUG00000007835	NA	ENSTGUG00000007835.2	CHICK01575	XP_015138894	NA	417878	CCDC59	1:1	1071500	CCDC59
TAEGU09376	XP_030116415	ENSTGUG00000007841	100222834	ENSTGUG00000007841.2	CHICK01576	XP_040513918	NA	417879	METTL25	1:1	1376696	METTL25
TAEGU09377	XP_030116476	ENSTGUG00000007855	100227647	ENSTGUG00000007855.2	CHICK01580	XP_015138903	NA	417880	TMTC2	1:1	1070042	TMTC2
TAEGU09380	XP_002195847	ENSTGUG00000007865	100224749	ENSTGUG00000007865.2	CHICK01581	XP_004937654	NA	417881	SLC6A15	1:1	1056985	SLC6A15
TAEGU09410	XP_002196043	ENSTGUG00000007899	100221834	ENSTGUG00000007899.2	CHICK01600	XP_025010336	NA	427871	ALX1	1:1	1401102	ALX1
TAEGU09411	XP_002192572	ENSTGUG00000007908	100231398	ENSTGUG00000007908.2	CHICK01603	XP_015138957	NA	427872	RASSF9	1:1	1418229	RASSF9
TAEGU09415	NP_001232613; XP_002196110	ENSTGUG00000027877	100190409	ENSTGUG00000027877.1	CHICK01606	NP_001264289	NA	417883	NTS	1:1	1345188	NTS
TAEGU09424	XP_030116677	ENSTGUG00000007933	100228531	ENSTGUG00000007933.2	CHICK01607	XP_015139005	NA	427873	LOC427873	1:1	766847	MGAT4C
TAEGU09426	XP_012424501	ENSTGUG00000007945	100231474	ENSTGUG00000007945.2	CHICK01611	XP_025010384	NA	417886	C12orf29	1:1	1362341	RLIG1
TAEGU09436	NA	ENSTGUG00000007963	NA	ENSTGUG00000007963.2	CHICK01613	XP_040527111	NA	417887	CEP290	1:1	1069354	CEP290
TAEGU09449	XP_012424514	ENSTGUG00000008029	100228599	ENSTGUG00000008029.2	CHICK01622	XP_025010373	NA	417888	TMTC3	1:1	1069119	TMTC3
TAEGU09452	NA	ENSTGUG00000008039	NA	ENSTGUG00000008039.2	CHICK01631	XP_046762731	NA	396028	KITLG	1:1	1339543	KITLG
TAEGU09453	XP_002196498	ENSTGUG00000008053	100222847	ENSTGUG00000008053.2	CHICK01632	NP_989685	NA	374272	DUSP6	1:1	1337785	DUSP6
TAEGU09454	XP_012424478	ENSTGUG00000008063	101233693	ENSTGUG00000008063.2	CHICK01633	NP_001006232	NA	417889	POC1B	1:1	1077533	POC1B
TAEGU09455	XP_012424477	ENSTGUG00000020755	105758563	ENSTGUG00000020755.1	CHICK01635	XP_025010406	NA	112533346	GALNT4	1:1	1298709	GALNT4
TAEGU09456	XP_030116900	ENSTGUG00000008087	100219974	ENSTGUG00000008087.2	CHICK01644	XP_015132216	NA	374244	ATP2B1	1:1	806910	ATP2B1
TAEGU09463	XP_030116990	ENSTGUG00000008157	100228256	ENSTGUG00000008157.2	CHICK01672	XP_025003921	NA	417890	EPYC	1:1	1400562	EPYC
TAEGU09464	XP_032602107	ENSTGUG00000008172	116807683	ENSTGUG00000008172.2	CHICK01674	NP_989507	NA	373995	KERA	1:1	1069831	KERA
TAEGU09465	XP_032602118	ENSTGUG00000008175	100225377	ENSTGUG00000008175.2	CHICK01677	NP_001263286	NA	417891	LUM	1:1	1069647	LUM
TAEGU09469	NA	ENSTGUG00000008178	NA	ENSTGUG00000008178.2	CHICK01678	NP_001025918	NA	417892	DCN	1:1	1071639	DCN
TAEGU09473	NA	ENSTGUG00000008207	NA	ENSTGUG00000008207.2	CHICK01679	NP_990681	NA	396295	BTG1	1:1	770618	BTG1
TAEGU09478	XP_030117073	ENSTGUG00000008213	100226301	ENSTGUG00000008213.2	CHICK01682	XP_004937680	NA	417896	EEA1	1:1	1067766	EEA1
TAEGU09489	XP_030144266	ENSTGUG00000008253	100189960	ENSTGUG00000008253.2	CHICK01689	XP_015139644	NA	417897	NUDT4	1:1	1335817	NUDT4
TAEGU09491	NP_001232271	ENSTGUG00000027866	100190537	ENSTGUG00000027866.1	CHICK01693	NP_001012828	NA	417898	UBE2N	1:1	1067377	UBE2N
TAEGU09493	NP_001232314	ENSTGUG00000008272	100190042	ENSTGUG00000008272.2	CHICK01694	XP_004937684	NA	417899	MRPL42	1:1	1363047	MRPL42
TAEGU09496	NA	ENSTGUG00000022539	NA	ENSTGUG00000022539.1	CHICK01698	NP_989871	NA	395219	SOCS2	1:1	982374	CRADD
TAEGU09499	XP_030117258	ENSTGUG00000008290	100228252	ENSTGUG00000008290.2	CHICK01709	XP_015139558	NA	417901	PLXNC1	1:1	1381639	PLXNC1
TAEGU09503	NA	ENSTGUG00000008314	NA	ENSTGUG00000008314.2	CHICK01711	XP_015139570	NA	417904	CEP83	1:1	1072423	CEP83
TAEGU09505	XP_030117337	ENSTGUG00000008330	100223494	ENSTGUG00000008330.2	CHICK01721	XP_015139532	NA	417905	TMCC3	1:1	1391674	TMCC3
TAEGU31796	NA	ENSTGUG00000004548	NA	ENSTGUG00000004548.2	CHICK01726	XP_001231675	NA	768769	SNAPC3	1:1	NA	SNAPC3
TAEGU09511	NA	ENSTGUG00000022977	NA	ENSTGUG00000022977.1	CHICK01727	NP_001171687	NA	417907	NDUFA12	1:1	1391322	NDUFA12
TAEGU09523	XP_030117350	ENSTGUG00000008363	100217586	ENSTGUG00000008363.2	CHICK01733	XP_046762215	NA	373913	NR2C1	1:1	1046797	NR2C1
TAEGU09526	XP_012424574	ENSTGUG00000008398	100223489	ENSTGUG00000008398.2	CHICK01743	XP_015139476	NA	417908	FGD6	1:1	1381420	FGD6
TAEGU09531	XP_030117403	ENSTGUG00000008420	100217702	ENSTGUG00000008420.2	CHICK01752	XP_004937694	NA	417911	VEZT	1:1	1376038	VEZT
TAEGU09532	XP_002188496	ENSTGUG00000008438	100230046	ENSTGUG00000008438.2	CHICK01759	XP_046763295	NA	417912	METAP2	1:1	NA	METAP2
TAEGU09533	XP_012424576	ENSTGUG00000024797	100230157	ENSTGUG00000024797.1	CHICK01764	XP_015139411	NA	417913	USP44	1:1	1068951	USP44
TAEGU09537	XP_012424575	ENSTGUG00000008466	100218574	ENSTGUG00000008466.2	CHICK01771	XP_004937702	NA	417914	NTN4	1:1	NA	NTN4
TAEGU09538	XP_030117549	ENSTGUG00000024961	105758572	ENSTGUG00000024961.1	CHICK01774	NP_001264291	NA	417916	SNRPF	1:1	NA	SNRPF
TAEGU09546	NA	ENSTGUG00000008491	NA	ENSTGUG00000008491.2	CHICK01775	XP_040518075	NA	417917	AMDHD1	1:1	NA	AMDHD1
TAEGU09547	XP_002188998	ENSTGUG00000008503	100227237	ENSTGUG00000008503.2	CHICK01776	NP_989735	NA	378924	HAL	1:1	1417486	HAL
TAEGU09548	XP_002189060	ENSTGUG00000008539	100224355	ENSTGUG00000008539.2	CHICK01778	NP_001006234	NA	417918	LTA4H	1:1	907510	LTA4H
TAEGU09551	XP_002189148	ENSTGUG00000008619	100221428	ENSTGUG00000008619.2	CHICK01779	NP_001025920	NA	417919	ELK3	1:1	1396958	ELK3
TAEGU09556	XP_012424560	ENSTGUG00000008629	100218579	ENSTGUG00000008629.2	CHICK01787	XP_015139353	NA	417920	CDK17	1:1	NA	CDK17
TAEGU09572	XP_030117805	ENSTGUG00000008719	100231112	ENSTGUG00000008719.2	CHICK01814	XP_015140105	NA	417923	TMPO	1:1	1384434	TMPO
TAEGU09577	XP_030117997	ENSTGUG00000020418	100228205	ENSTGUG00000020418.1	CHICK01826	NP_001006236	NA	417924	SLC25A3	1:1	NA	SLC25A3
TAEGU09582	XP_002190128	ENSTGUG00000008761	100222477	ENSTGUG00000008761.2	CHICK01831	XP_040518239	NA	417926	APAF1	1:1	1073200	APAF1
TAEGU09593	XP_030118010	ENSTGUG00000008843	100225323	ENSTGUG00000008843.2	CHICK01832	XP_046763320	NA	417927	ANKS1B	1:1	1394181	ANKS1B
TAEGU09612	XP_012424567	ENSTGUG00000008861	100232111	ENSTGUG00000008861.2	CHICK01844	XP_040513387	NA	417929	UHRF1BP1L	1:1	1415548	BLTP3B
TAEGU09616	XP_030118162	ENSTGUG00000008877	100226359	ENSTGUG00000008877.2	CHICK01850	NP_989968	NA	395348	ACTR6	1:1	866570	ACTR6
TAEGU09621	XP_030118112	ENSTGUG00000008908	100222427	ENSTGUG00000008908.2	CHICK01851	XP_015140219	NA	417930	SCYL2	1:1	771197	SCYL2
TAEGU09623	NA	ENSTGUG00000008937	NA	ENSTGUG00000008937.2	CHICK01855	NP_001384126	NA	427877	SLC17A8	1:1	1068491	SLC17A8
TAEGU09625	XP_002191617	ENSTGUG00000008977	100219563	ENSTGUG00000008977.2	CHICK01856	NP_001383839	NA	373902	NR1H4	1:1	1046818	NR1H4
TAEGU09626	XP_041569434	ENSTGUG00000009008	100224349	ENSTGUG00000009008.2	CHICK01868	NP_001264292	NA	417931	GAS2L3	1:1	NA	ANO4
